Região,Local,Gênero,"De que cor, ou raça, você se considera?",Idade,Naturalidade,Última cidade,Tempo na Cidade,Tempo de Rua,Escolaridade,Categorização,Caracterização,Tipo de Substância,Documentação,Tem Cadastro Único,Benefício Sócio-assistencial,Benefícios Previdenciários
Sul,Rua,Masculino,Preta,25 à 39 anos,Estado de São Paulo,,Mais de 10 Anos,Mais de 10 Anos,Ensino Médio Completo,Morador de Mocó,Faz Uso de Substância Psicoativa,"Crack, Maconha, Tabaco",Sim,,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Região Metropolitana de Campinas,Região Metropolitana de Campinas,3 à 6 Meses,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Tabaco",Não,Não,,
Norte,SAMIM,Masculino,Parda,18 à 24 anos,Outro Estado,Campinas,5 à 10 Anos,1 dia à 1 Mês,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Maconha,Sim,Não,,
Sul,Rua,Masculino,Branca,25 à 39 anos,Campinas,,,,,Morador de Rua,,"Crack, Álcool, Maconha, Tabaco",Não,,,
Norte,SAMIM,Masculino,Branca,25 à 39 anos,Estado de São Paulo,Região Metropolitana de Campinas,1 à 2 Anos,1 dia à 1 Mês,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Não,,
Sul,Rua,LGBT (Queer),Preta,25 à 39 anos,Campinas,Campinas,1 à 2 Anos,1 à 2 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Tabaco",Sim,Não,,
Sul,Rua,Masculino,Branca,50 à 59 anos,Outro Estado,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Pessoa Com Deficiência,Tabaco,Sim,,,
Leste,Rua,Masculino,S.I.,40 à 49 anos,Estado de São Paulo,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Não,Não,,
Leste,Rua,Feminino,Amarela,25 à 39 anos,Outro Estado,Outro Estado,Mais de 10 Anos,Mais de 10 Anos,Ensino Superior Completo,Ex Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Não,Não,,
Sul,Rua,,Parda,25 à 39 anos,Campinas,,Mais de 10 Anos,Mais de 10 Anos,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Sim,,,
Leste,Rua,Masculino,Preta,25 à 39 anos,Outro Estado,Estado de São Paulo,Mais de 10 Anos,2 à 5 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Cocaína, Tabaco",,,,
Sul,Rua,Masculino,,25 à 39 anos,Outro Estado,Estado de São Paulo,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Tabaco",Não,Não,,
Sul,Rua,Masculino,Branca,25 à 39 anos,Outro Estado,Outro Estado,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,,,Não,Não,,
,,Masculino,,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,Mais de 10 Anos,Ensino Superior Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,,,,
Sul,Casa da Cidadania,,,,,,,,,Morador de Rua,,,,,,
Sul,Casa da Cidadania,Feminino,Parda,,,,,,,Morador de Rua,,,,,,
Sul,Casa da Cidadania,,Parda,,,,,,,Morador de Rua,,,,,,
Leste,Rua,Masculino,Parda,50 à 59 anos,Outro Estado,Outro Estado,2 à 5 Anos,2 à 5 Anos,Alfabetizado,Morador de Rua,,Álcool,,Sim,Bolsa Família,
Leste,Rua,Feminino,Branca,,,,,,,Morador de Rua,Suspeita de Transtorno Mental,,,,,
Norte,Rua,Masculino,Parda,,,,,,,,,,,,,
Leste,,Feminino,,25 à 39 anos,,,,,,Morador de Rua,,,,,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,1 à 2 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Parda,40 à 49 anos,Estado de São Paulo,Campinas,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Cocaína, Tabaco",Não,,BPC,
Leste,Rua,Masculino,Preta,50 à 59 anos,Estado de São Paulo,Região Metropolitana de Campinas,Mais de 10 Anos,Mais de 10 Anos,,Morador de Rua,,Álcool,Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Parda,40 à 49 anos,Outro Estado,Outro Estado,1 à 3 Meses,1 à 3 Meses,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Tabaco",Sim,Sim,Bolsa Família,
Norte,Rua,Feminino,Branca,25 à 39 anos,Outro Estado,Região Metropolitana de Campinas,1 à 3 Meses,1 à 3 Meses,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,Crack,Sim,Não,,
Norte,Rua,Masculino,,40 à 49 anos,,,,,,Morador de Mocó,Faz Uso de Substância Psicoativa,Crack,,,,
Norte,Rua,Masculino,Parda,50 à 59 anos,Outro Estado,Estado de São Paulo,6 Meses à 1 Ano,6 Meses à 1 Ano,Ensino Médio Completo,Vive na Rua,,Tabaco,Não,Não,,
Norte,Rua,Feminino,Branca,25 à 39 anos,Estado de São Paulo,,Mais de 10 Anos,2 à 5 Anos,Ensino Médio Incompleto,Vive na Rua,Faz Uso de Substância Psicoativa,Crack,Não,,,
Norte,Rua,Masculino,,40 à 49 anos,Outro Estado,Região Metropolitana de Campinas,,2 à 5 Anos,,Itinerante,Faz Uso de Substância Psicoativa,Álcool,,,,
Norte,Rua,Masculino,,,,,,,,Morador de Rua,,,,,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Não,,
Leste,Rua,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,Álcool,Sim,Não,,
Norte,Rua,Masculino,Preta,50 à 59 anos,Outro Estado,Região Metropolitana de Campinas,2 à 5 Anos,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,NDA,Álcool,Sim,Sim,Bolsa Família,
Norte,Rua,Masculino,Branca,40 à 49 anos,Campinas,,,1 à 2 Anos,Ensino Médio Incompleto,Morador de Rua,,"Álcool, Tabaco",Sim,Não,,
,Rua,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,5 à 10 Anos,Ensino Médio Incompleto,Ex Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool",Sim,Não,,
Leste,,Masculino,Parda,50 à 59 anos,Outro Estado,,2 à 5 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Tabaco",Sim,Sim,Bolsa Família,
Leste,,Masculino,Branca,Acima de 60 anos,Outro Estado,Estado de São Paulo,1 à 2 Anos,6 Meses à 1 Ano,,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,BPC,
Leste,,Masculino,Preta,25 à 39 anos,Estado de São Paulo,São Paulo - Capital,1 dia à 1 Mês,1 à 2 Anos,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Não,,
Leste,,Masculino,Branca,40 à 49 anos,Campinas,Campinas,1 dia à 1 Mês,,Ensino Médio Completo,Munícipe,Suspeita de Transtorno Mental,,Sim,Não,,
Leste,,Masculino,Parda,Acima de 60 anos,Outro Estado,São Paulo - Capital,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,NDA,,Não,Não,,
Leste,,Masculino,S.I.,25 à 39 anos,Outro País,Outro País,Mais de 10 Anos,1 dia à 1 Mês,Ensino Médio Completo,Munícipe,Suspeita de Transtorno Mental,Tabaco,Sim,Não,,
Leste,,Masculino,Amarela,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,1 à 3 Meses,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
Leste,,Feminino,Branca,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,1 à 3 Meses,Ensino Fundamental Incompleto,Munícipe,Faz Uso de Substância Psicoativa,"Álcool, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
,Rua,Masculino,Parda,Acima de 60 anos,Estado de São Paulo,Estado de São Paulo,2 à 5 Anos,Mais de 10 Anos,Ensino Fundamental Completo,Itinerante,,Álcool,Sim,Sim,Bolsa Família,
,Rua,Masculino,Parda,Acima de 60 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,Mais de 10 Anos,Não Alfabetizado,Morador de Rua,,Álcool,Não,Não,,
,Rua,Masculino,Preta,25 à 39 anos,Outro Estado,Outro Estado,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,NDA,Maconha,Não,Não,,
Leste,,Feminino,Branca,50 à 59 anos,Outro Estado,Outro Estado,Mais de 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,25 à 39 anos,Campinas,Campinas,,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,,Álcool,Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,Acima de 60 anos,Outro Estado,Outro Estado,Mais de 10 Anos,3 à 6 Meses,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool",Sim,Não,,
Leste,,Feminino,Branca,50 à 59 anos,Outro Estado,Campinas,Mais de 10 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,"Faz Uso de Substância Psicoativa, NDA","Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,25 à 39 anos,Outro Estado,Campinas,6 Meses à 1 Ano,6 Meses à 1 Ano,Ensino Fundamental Completo,Morador de Mocó,Suspeita de Deficiência Intelectual,,Sim,Não,,
Leste,,Feminino,Preta,40 à 49 anos,Outro Estado,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Suspeita de Deficiência Intelectual,,Não,,,
Leste,,Masculino,Parda,Acima de 60 anos,Outro Estado,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,,Sim,Não,,Aposentadoria
Leste,,Masculino,Preta,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,5 à 10 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Cocaína",Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,50 à 59 anos,Outro Estado,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,,Bolsa Família,
Leste,,Masculino,Branca,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,1 à 3 Meses,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha",Não,Não,,
Leste,,LGBT (Queer),,50 à 59 anos,Outro Estado,Campinas,1 à 3 Meses,Mais de 10 Anos,Ensino Superior Completo,,Faz Uso de Substância Psicoativa,Cocaína,Sim,Não,,
Leste,,Masculino,Parda,40 à 49 anos,Outro Estado,Campinas,3 à 6 Meses,2 à 5 Anos,Alfabetizado,Morador de Rua,"Suspeita de Deficiência Intelectual, Faz Uso de Substância Psicoativa","Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
Leste,,Masculino,,50 à 59 anos,Campinas,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,,Não,Sim,Bolsa Família,
Leste,,Masculino,Parda,25 à 39 anos,Outro Estado,Campinas,1 à 3 Meses,1 à 3 Meses,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Não,,
Leste,,Masculino,S.I.,25 à 39 anos,Estado de São Paulo,Região Metropolitana de Campinas,1 à 2 Anos,1 à 2 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Tabaco,Sim,Sim,Bolsa Família,
Leste,,Feminino,Parda,25 à 39 anos,Região Metropolitana de Campinas,Região Metropolitana de Campinas,1 à 3 Meses,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Tabaco,Sim,Sim,Bolsa Família,
Leste,,Feminino,Parda,40 à 49 anos,Outro Estado,Campinas,Mais de 10 Anos,Mais de 10 Anos,Não Alfabetizado,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,,Bolsa Família,
Leste,,Masculino,Branca,25 à 39 anos,Campinas,Campinas,6 Meses à 1 Ano,6 Meses à 1 Ano,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Não,Sim,Bolsa Família,
Sudoeste,Rua,Masculino,Preta,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Médio Completo,Morador de Rua,NDA,Tabaco,Sim,Não,,
Sudoeste,Rua,Masculino,Parda,25 à 39 anos,Outro Estado,Outro Estado,2 à 5 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Tabaco",Não,Não,,
Sudoeste,Rua,Masculino,Branca,Acima de 60 anos,Campinas,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,NDA,Álcool,Não,Não,,
Sudoeste,Rua,Feminino,Branca,40 à 49 anos,Outro Estado,Outro Estado,Mais de 10 Anos,1 dia à 1 Mês,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool",Sim,Não,,
Sudoeste,Rua,Masculino,Parda,40 à 49 anos,Estado de São Paulo,Estado de São Paulo,2 à 5 Anos,2 à 5 Anos,Ensino Médio Completo,Morador de Mocó,NDA,Tabaco,Sim,Não,,
Sudoeste,Rua,Masculino,Parda,40 à 49 anos,Outro Estado,Outro Estado,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Não,Não,,
Sul,Rua,Masculino,Preta,18 à 24 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,3 à 6 Meses,Ensino Fundamental Incompleto,Morador de Rua,NDA,Álcool,Não,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Outro Estado,Região Metropolitana de Campinas,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Médio Completo,Migrante,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,,
Norte,SAMIM,Masculino,Parda,18 à 24 anos,São Paulo - Capital,Estado de São Paulo,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Migrante,NDA,Tabaco,Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Campinas,São Paulo - Capital,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Médio Completo,Migrante,NDA,,Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Outro Estado,Outro Estado,1 à 3 Meses,1 dia à 1 Mês,Ensino Médio Completo,Itinerante,"Suspeita de Transtorno Mental, Faz Uso de Substância Psicoativa","Álcool, Cocaína",Sim,Não,,
Norte,SAMIM,Masculino,Parda,18 à 24 anos,Outro Estado,Região Metropolitana de Campinas,1 dia à 1 Mês,6 Meses à 1 Ano,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Maconha, Tabaco",Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Outro Estado,Estado de São Paulo,1 à 3 Meses,1 dia à 1 Mês,Ensino Médio Completo,Migrante,Faz Uso de Substância Psicoativa,Álcool,Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Outro Estado,São Paulo - Capital,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Médio Completo,Migrante,NDA,Tabaco,Sim,Não,,
Norte,Rua,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Região Metropolitana de Campinas,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Médio Incompleto,Itinerante,NDA,,Sim,Não,,
Norte,SAMIM,Masculino,Parda,50 à 59 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Migrante,NDA,,Sim,Não,,
Norte,SAMIM,Masculino,Branca,40 à 49 anos,Outro Estado,Outro Estado,1 à 3 Meses,1 à 3 Meses,Ensino Fundamental Incompleto,Abrigado,NDA,,Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Região Metropolitana de Campinas,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Emergerncial,NDA,,Sim,Não,,
Norte,SAMIM,Masculino,Branca,18 à 24 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,situação de rua emergencial,Faz Uso de Substância Psicoativa,"Crack, Maconha, Cocaína, Tabaco",Não,Não,,
Leste,,Feminino,Branca,18 à 24 anos,Campinas,Região Metropolitana de Campinas,1 dia à 1 Mês,1 à 2 Anos,Ensino Médio Incompleto,Morador de Rua,NDA,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Não,,
Leste,,Feminino,Preta,40 à 49 anos,Outro Estado,Estado de São Paulo,3 à 6 Meses,6 Meses à 1 Ano,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Tabaco",,Sim,Bolsa Família,
Leste,,Masculino,Preta,25 à 39 anos,Estado de São Paulo,Região Metropolitana de Campinas,2 à 5 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,,
Leste,,Masculino,Preta,,,,,,,,,,,,,
Leste,Rua,Masculino,Parda,,São Paulo - Capital,,2 à 5 Anos,1 à 3 Meses,,,"Faz Uso de Substância Psicoativa, NDA","Álcool, Maconha",Não,,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Estado de São Paulo,Campinas,6 Meses à 1 Ano,,Ensino Fundamental Completo,Morador de Rua,"Suspeita de Deficiência Intelectual, Faz Uso de Substância Psicoativa",Álcool,Não,,,
Leste,Rua,Feminino,Branca,25 à 39 anos,Campinas,,,,Ensino Superior Completo,,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Cocaína",,,,
Leste,Rua,Masculino,Parda,25 à 39 anos,Campinas,,6 Meses à 1 Ano,6 Meses à 1 Ano,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Maconha, Cocaína",Sim,,,
Leste,Rua,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Outro Estado,1 dia à 1 Mês,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Cocaína",,,,
Leste,Rua,Masculino,Parda,25 à 39 anos,Região Metropolitana de Campinas,,1 dia à 1 Mês,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,,,
Leste,Rua,,Branca,25 à 39 anos,Estado de São Paulo,,Mais de 10 Anos,Mais de 10 Anos,,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,,,
Leste,Rua,Masculino,Preta,40 à 49 anos,Campinas,,,Mais de 10 Anos,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,,Bolsa Família,
Leste,Rua,Masculino,Branca,25 à 39 anos,Campinas,Campinas,,1 à 2 Anos,Ensino Médio Completo,Morador de Rua,"Faz Uso de Substância Psicoativa, NDA","Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,Rua,Masculino,Preta,25 à 39 anos,Outro Estado,,,,,Morador de Rua,"Suspeita de Deficiência Intelectual, Faz Uso de Substância Psicoativa",Álcool,,,,
Leste,Rua,Masculino,Parda,,Outro Estado,Região Metropolitana de Campinas,2 à 5 Anos,1 à 2 Anos,Ensino Médio Completo,Morador de Rua,"Suspeita de Deficiência Intelectual, Faz Uso de Substância Psicoativa",Álcool,Sim,,Bolsa Família,
Leste,Rua,Masculino,Preta,40 à 49 anos,,Campinas,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Completo,Itinerante,"Faz Uso de Substância Psicoativa, NDA","Crack, Álcool, Maconha, Cocaína",Sim,,Bolsa Família,
Leste,Rua,Masculino,Branca,25 à 39 anos,Campinas,,,5 à 10 Anos,Ensino Médio Completo,Morador de Rua,"Suspeita de Deficiência Intelectual, Faz Uso de Substância Psicoativa","Álcool, Tabaco",Sim,,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Outro Estado,Região Metropolitana de Campinas,1 à 2 Anos,1 à 2 Anos,Ensino Médio Completo,,Faz Uso de Substância Psicoativa,,Sim,,"Bolsa Família, Cartão Nutrir",
Leste,Rua,,Parda,,,,,,,,Faz Uso de Substância Psicoativa,,,,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Outro Estado,,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Completo,Morador de Rua,"Suspeita de Transtorno Mental, Faz Uso de Substância Psicoativa",Álcool,Sim,,,
Leste,Rua,Masculino,,25 à 39 anos,São Paulo - Capital,São Paulo - Capital,,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína",,,Bolsa Família,
Leste,Rua,Masculino,Parda,25 à 39 anos,,,,,,Morador de Rua,Faz Uso de Substância Psicoativa,,,,,
Leste,Rua,Masculino,Branca,25 à 39 anos,Campinas,,,Mais de 10 Anos,Ensino Médio Incompleto,Morador de Rua,"Suspeita de Deficiência Intelectual, Faz Uso de Substância Psicoativa","Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,,,
Leste,Rua,Masculino,Preta,40 à 49 anos,Outro Estado,,3 à 6 Meses,1 à 3 Meses,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Tabaco,Sim,,,
Leste,Rua,Masculino,Branca,Acima de 60 anos,Campinas,,,,Ensino Fundamental Incompleto,Invasão,Faz Uso de Substância Psicoativa,Álcool,,,,Aposentadoria
Leste,,Masculino,Branca,25 à 39 anos,Campinas,Campinas,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Maconha,Sim,Não,,
Leste,,Feminino,Preta,40 à 49 anos,Campinas,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha",Sim,Não,,
Norte,,Masculino,Parda,,,,,,,,,,,,,
Norte,,Masculino,Preta,50 à 59 anos,Outro Estado,Região Metropolitana de Campinas,5 à 10 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Vive na Rua,"Suspeita de Transtorno Mental, NDA",,Sim,Sim,,
Norte,,Masculino,Parda,40 à 49 anos,Outro Estado,Outro Estado,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Vive na Rua,NDA,,Não,,,
Norte,SAMIM,Feminino,Preta,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,,6 Meses à 1 Ano,Ensino Fundamental Incompleto,Itinerante,Faz Uso de Substância Psicoativa,Tabaco,Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,S.I.,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Itinerante,Faz Uso de Substância Psicoativa,"Maconha, Tabaco",Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Médio Incompleto,Itinerante,Faz Uso de Substância Psicoativa,"Maconha, Tabaco",Não,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,Outro País,São Paulo - Capital,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Superior Completo,Migrante,NDA,,Sim,Sim,,
Norte,SAMIM,Masculino,Parda,Acima de 60 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Médio Completo,Migrante,NDA,Tabaco,Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Parda,50 à 59 anos,São Paulo - Capital,Estado de São Paulo,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Migrante,NDA,Tabaco,Sim,Não,,
Norte,SAMIM,Feminino,Preta,25 à 39 anos,Outro Estado,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Migrante,NDA,Tabaco,Sim,Não,,
Norte,SAMIM,Masculino,Parda,25 à 39 anos,São Paulo - Capital,Estado de São Paulo,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Morador de Rua,NDA,"Álcool, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
Norte,SAMIM,Feminino,Preta,50 à 59 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Itinerante,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Parda,40 à 49 anos,Estado de São Paulo,Região Metropolitana de Campinas,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Migrante,NDA,Tabaco,Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Parda,40 à 49 anos,Estado de São Paulo,Outro Estado,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Completo,Itinerante,NDA,,Sim,Sim,Bolsa Família,
Sul,Casa da Cidadania,Masculino,Parda,50 à 59 anos,Outro Estado,Outro Estado,2 à 5 Anos,3 à 6 Meses,Ensino Fundamental Completo,Abrigado,NDA,Tabaco,Sim,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Parda,Acima de 60 anos,Outro Estado,Outro Estado,3 à 6 Meses,1 dia à 1 Mês,Ensino Fundamental Incompleto,Migrante,NDA,,Sim,Não,,
Sul,Rua,Masculino,Parda,50 à 59 anos,Outro Estado,Outro Estado,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Sim,Não,,
Sul,Casa da Cidadania,Feminino,Branca,Acima de 60 anos,Outro Estado,São Paulo - Capital,1 dia à 1 Mês,1 dia à 1 Mês,Não Alfabetizado,Itinerante,NDA,,Sim,Sim,,Pensões
Sul,Rua,Masculino,Preta,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,,Álcool,Sim,Não,,
